DATE,ONT_PREC,ONT_EVAP,ONT_RUNO
1962-11-01,52.1,77.2,103.9
1962-12-01,73,118.4,93.6
1963-01-01,51.4,88.1,58.4
1963-02-01,35,50.5,47.8
1963-03-01,59.1,19.8,278.2
1963-04-01,74.9,6.5,346.2
1963-05-01,79.9,0.7,152.7
1963-06-01,19.4,0.8,55.2
1963-07-01,49.1,26.7,33.1
1963-08-01,91.5,69.6,40.3
1963-09-01,32,83.2,31.7
1963-10-01,10.4,53.2,30.6
1963-11-01,128.5,69.4,49.5
1963-12-01,74.2,134.2,93.8
1964-01-01,61.4,78.9,124.7
1964-02-01,31,60.6,81
1964-03-01,80.2,38.8,271.9
1964-04-01,80.4,11.4,249.1
1964-05-01,63.6,0.4,125.1
1964-06-01,35.5,15.4,49.6
1964-07-01,76.8,42.1,34.4
1964-08-01,106.4,80.2,32.9
1964-09-01,20,79.4,26.1
1964-10-01,36.1,83.9,27.2
1964-11-01,54.9,78.3,35.4
1964-12-01,71.9,98.9,82.3
1965-01-01,80.7,114.9,82
1965-02-01,105.2,57.6,167.5
1965-03-01,45.7,44.2,142.5
1965-04-01,65.2,13.3,284
1965-05-01,27.6,-0.5,120.7
1965-06-01,47.6,13.2,40
1965-07-01,66.6,47.5,31.6
1965-08-01,98.3,68.4,30.5
1965-09-01,83.6,54.6,38.3
1965-10-01,93.7,88.1,84.1
1965-11-01,103.6,73.5,147.1
1965-12-01,56.9,65.6,190.8
1966-01-01,79,114.3,139.7
1966-02-01,59.4,41,151.1
1966-03-01,58.6,36.8,317.4
1966-04-01,43.7,14.9,178.1
1966-05-01,38.6,14,120.3
1966-06-01,54.8,7.1,65.5
1966-07-01,37.3,56.3,28.9
1966-08-01,74.7,63.9,32
1966-09-01,90,95.5,37
1966-10-01,27.8,82.8,36.4
1966-11-01,121,62.8,71.2
1966-12-01,84.6,109.3,195.6
1967-01-01,48.7,92.5,133.7
1967-02-01,40.7,82.8,101.1
1967-03-01,24.3,34.3,148.4
1967-04-01,68,15.4,255.1
1967-05-01,75.5,7,160.8
1967-06-01,77.8,7,83.7
1967-07-01,49.8,34.7,89.2
1967-08-01,73.4,65.1,63.2
1967-09-01,110.6,85.3,54.1
1967-10-01,97.7,76.4,137.8
1967-11-01,81.1,107,258.4
1967-12-01,62.6,90.8,196.1
1968-01-01,76.9,84.6,117.6
1968-02-01,39.1,73.4,162.2
1968-03-01,49.9,26.5,263.6
1968-04-01,32.1,7.3,193.8
1968-05-01,101.1,0,115.3
1968-06-01,89.2,10,95.8
1968-07-01,29.7,35.5,72.3
1968-08-01,88.6,62.9,39.5
1968-09-01,92.9,61.3,51.3
1968-10-01,79.1,82.7,60.3
1968-11-01,129.1,92.3,174.8
1968-12-01,81.9,139,213.2
1969-01-01,78.8,94.1,185
1969-02-01,18.2,47.3,153.5
1969-03-01,43.8,51.1,187.8
1969-04-01,98.6,5.8,373.9
1969-05-01,83.4,-0.2,263
1969-06-01,97.3,4,124.2
1969-07-01,72.8,26.9,67.9
1969-08-01,48.8,67.2,47.4
1969-09-01,30,86.4,30.5
1969-10-01,59.2,93.4,40.7
1969-11-01,98.6,76.2,102.1
1969-12-01,81.6,120.5,129.6
1970-01-01,54,93.2,85.1
1970-02-01,55.1,50.5,131.8
1970-03-01,47.8,36.7,184.8
1970-04-01,71.9,13,346.7
1970-05-01,74.4,-1.5,147.7
1970-06-01,81.9,12,63.3
1970-07-01,92.5,20.3,67.7
1970-08-01,65.6,63.4,37.4
1970-09-01,78.2,63.6,50.1
1970-10-01,100.6,62.8,99
1970-11-01,86.5,77.2,165
1970-12-01,90.2,112.4,179
1971-01-01,50.6,125,118.5
1971-02-01,114.7,37.7,109.1
1971-03-01,58.1,47.9,272.8
1971-04-01,36.5,20.6,426.3
1971-05-01,41.6,0.8,250.3
1971-06-01,84.2,1.4,61.3
1971-07-01,82.7,51.4,50
1971-08-01,91.7,67.7,42.8
1971-09-01,55.5,51.5,50.5
1971-10-01,49.4,47.3,43.8
1971-11-01,59,106.9,57.8
1971-12-01,91.3,94.2,145.9
1972-01-01,55.2,121,145.1
1972-02-01,87.3,66.2,93.7
1972-03-01,81,48.2,248.8
1972-04-01,67.7,24.7,433.8
1972-05-01,85.8,-1.4,296
1972-06-01,114.4,7.7,212.7
1972-07-01,67.8,31,220.5
1972-08-01,90.4,51.2,88.1
1972-09-01,75.9,62.8,46.3
1972-10-01,81.4,98.1,81.6
1972-11-01,106.5,74.5,223.9
1972-12-01,104.7,76.8,279
1973-01-01,44.9,104.7,260.9
1973-02-01,51,56.2,191.2
1973-03-01,93.6,14.9,386.2
1973-04-01,109.7,16.3,317.3
1973-05-01,91.5,0.3,188.9
1973-06-01,61.7,2.5,108.5
1973-07-01,42.7,34.8,48.4
1973-08-01,35,46.9,41.5
1973-09-01,57.4,101.5,40.6
1973-10-01,98.4,66.5,50.7
1973-11-01,98.3,93.6,115.6
1973-12-01,116.1,110.8,220.6
1974-01-01,67.9,86.6,218.7
1974-02-01,46.5,58.4,159.7
1974-03-01,72.2,51.2,241.4
1974-04-01,67.6,11.6,370.3
1974-05-01,110.5,0.9,262.6
1974-06-01,87.8,0.9,92.9
1974-07-01,65.7,25.2,74.9
1974-08-01,54,43.5,56.1
1974-09-01,73.8,92,52.6
1974-10-01,43.6,86.3,62.8
1974-11-01,86,71.4,142.9
1974-12-01,78.7,79.7,191.6
1975-01-01,63.2,90.8,184.5
1975-02-01,69.7,46.4,169.5
1975-03-01,90.9,56.4,287.7
1975-04-01,55.3,25.9,294
1975-05-01,65.9,-3.3,162.4
1975-06-01,102.9,1.3,85
1975-07-01,61.1,39.1,42.9
1975-08-01,78.9,68.3,36.1
1975-09-01,113.1,68.8,98.7
1975-10-01,48.6,64,131.3
1975-11-01,62.6,63.1,129
1975-12-01,96.3,123.6,169.1
1976-01-01,74.4,125.5,134.6
1976-02-01,57.5,40,291.3
1976-03-01,111.6,42.3,465.1
1976-04-01,96.8,11.2,335
1976-05-01,106.1,7.2,273.9
1976-06-01,107.3,9.4,125.6
1976-07-01,93.4,48.7,107.6
1976-08-01,59,65.9,91.4
1976-09-01,74,69.5,71.5
1976-10-01,90,94.7,172.1
1976-11-01,34.2,98.6,129.8
1976-12-01,58.7,135.9,121.9
1977-01-01,92.2,110.7,78.4
1977-02-01,34.9,34.6,75.1
1977-03-01,80.3,12.7,424.1
1977-04-01,74.3,10.3,296
1977-05-01,26.4,-1.1,94
1977-06-01,70.1,17.2,43
1977-07-01,61.9,36.1,50.8
1977-08-01,138.7,65,86.8
1977-09-01,159.3,47.8,157.5
1977-10-01,90.6,75.4,249.9
1977-11-01,129.3,79,238.8
1977-12-01,133.7,132.7,316.8
1978-01-01,126.5,97.7,250.8
1978-02-01,27.5,50.8,147.5
1978-03-01,61,25.6,250.9
1978-04-01,55,8.8,478.1
1978-05-01,57.1,-0.7,186.3
1978-06-01,41.3,-3.4,61.1
1978-07-01,55.2,4.6,32.7
1978-08-01,157.2,28.8,40.5
1978-09-01,155.3,68.2,54.8
1978-10-01,69.1,67.7,66.9
1978-11-01,88.3,78.1,74.6
1978-12-01,85.6,109.3,120.2
1979-01-01,131.5,73.3,209.5
1979-02-01,46.5,62.3,125.7
1979-03-01,53,25.1,468.1
1979-04-01,99.2,7.9,366.3
1979-05-01,75,-2.6,148.5
1979-06-01,48.8,-2.4,69.9
1979-07-01,59.8,3.3,34.7
1979-08-01,102.9,50.4,42.1
1979-09-01,124.5,83,89
1979-10-01,99.3,84.2,108.2
1979-11-01,66.5,57.3,162.4
1979-12-01,70,102.3,234.1
1980-01-01,37.5,101.8,146.7
1980-02-01,30.9,60.3,54.3
1980-03-01,78.3,35.3,262.9
1980-04-01,86.9,5.8,342
1980-05-01,30.4,-1.5,117.4
1980-06-01,88.4,7.6,76.2
1980-07-01,78.1,14.8,64.4
1980-08-01,52.3,57.5,52.7
1980-09-01,65.6,94.1,54
1980-10-01,93.5,119.3,94.8
1980-11-01,54.3,110.2,147
1980-12-01,58.1,101.4,182.2
1981-01-01,26.4,66.1,76.4
1981-02-01,77.1,36.7,315.5
1981-03-01,20.4,34.8,204.3
1981-04-01,53.2,13.9,166.5
1981-05-01,58,5.1,124.4
1981-06-01,66.7,-5.3,81.5
1981-07-01,77.8,2,64.4
1981-08-01,95.4,24.8,87.2
1981-09-01,132.9,87.8,149.3
1981-10-01,100.8,73.2,194
1981-11-01,49.9,68.9,231.3
1981-12-01,42.8,94.9,144.7
1982-01-01,65.3,108.1,123.7
1982-02-01,29,44.4,91.5
1982-03-01,48.3,26.2,281.1
1982-04-01,36.6,25,380.7
1982-05-01,59.5,-2.8,114
1982-06-01,88.2,-3.5,145.3
1982-07-01,34,5.8,63
1982-08-01,59.5,69.5,44.2
1982-09-01,66.1,46.9,58.5
1982-10-01,31,73,81.1
1982-11-01,109.5,81.1,178.7
1982-12-01,71.9,82.3,237.5
1983-01-01,30,93.3,161
1983-02-01,33.3,45.2,141
1983-03-01,52.5,43.2,159.9
1983-04-01,90.1,15,274
1983-05-01,96,11.7,299.8
1983-06-01,49.1,14.5,79.6
1983-07-01,56.5,37.3,32.9
1983-08-01,75,59.6,44.1
1983-09-01,47.3,91.7,34.5
1983-10-01,86.6,98.8,47.9
1983-11-01,90.8,87.9,125.3
1983-12-01,100.3,148.4,260.6
1984-01-01,35.2,81,103.2
1984-02-01,58.3,33.7,286.8
1984-03-01,34.3,53,240.6
1984-04-01,81.1,5.2,371
1984-05-01,94.5,0.5,244.6
1984-06-01,60.3,2.1,112
1984-07-01,46.2,23.4,56
1984-08-01,90.7,50.5,61.3
1984-09-01,81.8,86.4,73.6
1984-10-01,55.6,53.5,53.5
1984-11-01,59.2,98.9,93
1984-12-01,62.5,99.3,189.7
1985-01-01,63.1,112.2,191.4
1985-02-01,68,45.1,182.8
1985-03-01,62.1,38.5,353.2
1985-04-01,35.9,17.3,271.6
1985-05-01,94.9,-0.9,94.3
1985-06-01,52.7,10.4,63
1985-07-01,54.6,27.3,41.8
1985-08-01,81.8,53.8,28
1985-09-01,100.5,58.2,74
1985-10-01,78.2,81.4,100.8
1985-11-01,143.4,87.3,252.1
1985-12-01,64.7,144.9,172.4
1986-01-01,43.7,84.5,171.2
1986-02-01,43.3,49.3,136
1986-03-01,51,27.9,322.6
1986-04-01,61.3,5.9,250
1986-05-01,64.3,0.6,108.8
1986-06-01,103.7,7.9,131
1986-07-01,75.7,16.2,75.9
1986-08-01,102.6,74.4,113.2
1986-09-01,178,52.1,129.3
1986-10-01,72.1,73.5,215.9
1986-11-01,50.4,99.3,158.3
1986-12-01,81.5,96.5,239.5
1987-01-01,54,94.6,132.7
1987-02-01,18.3,50.8,70.2
1987-03-01,54,30.5,248
1987-04-01,70.6,8,303
1987-05-01,29.8,3.3,63.9
1987-06-01,70.1,14.4,69.4
1987-07-01,62.3,38.6,59.1
1987-08-01,65.9,83.6,34.1
1987-09-01,100.6,54,63.1
1987-10-01,54.8,90.3,77.5
1987-11-01,94.2,90.1,125.6
1987-12-01,50.4,96.5,210.3
1988-01-01,29,116.9,105
1988-02-01,66.3,64.8,121.8
1988-03-01,33.8,42.8,183.9
1988-04-01,53.6,10.1,216.1
1988-05-01,43.3,-1.3,125.5
1988-06-01,34,21.8,33.3
1988-07-01,72.8,12.2,33.8
1988-08-01,73,75.7,28.6
1988-09-01,58,74.2,35.4
1988-10-01,98.6,105.5,81.4
1988-11-01,63,64.1,169.5
1988-12-01,42.2,122.1,90.6
1989-01-01,33,84.5,84.1
1989-02-01,33.9,61.5,71.4
1989-03-01,57.2,40.3,161.2
1989-04-01,42.1,14,262.3
1989-05-01,110.9,-1.9,227.5
1989-06-01,119,1.5,167.4
1989-07-01,22.7,32.2,53.7
1989-08-01,68.4,65,45.5
1989-09-01,74.9,83.6,66.7
1989-10-01,91.1,77.8,85.1
1989-11-01,121.4,113.4,182.9
1989-12-01,57.9,151.5,105.1
1990-01-01,61.6,37.5,193
1990-02-01,87.8,55.4,245.9
1990-03-01,51.3,38.4,307.5
1990-04-01,102.3,13,300.9
1990-05-01,120.6,0.8,246.4
1990-06-01,72.8,2.1,86.9
1990-07-01,62.1,18.4,52.3
1990-08-01,75.2,50.4,36.6
1990-09-01,55.7,89.9,31.6
1990-10-01,112,73.8,140.5
1990-11-01,57.3,92,151.7
1990-12-01,146,102.4,266.3
1991-01-01,55.7,112.4,243
1991-02-01,43.1,44.1,173.4
1991-03-01,117.8,35.5,337.6
1991-04-01,105.1,7.5,329.5
1991-05-01,86.9,-0.2,129.6
1991-06-01,59.4,19.8,50.5
1991-07-01,63.7,48,32.2
1991-08-01,69.9,54.2,28.9
1991-09-01,71.1,108.9,33.4
1991-10-01,64.1,64.2,57.5
1991-11-01,71.9,89.5,71
1991-12-01,77.3,106.6,127.2
1992-01-01,69.6,98.8,124.6
1992-02-01,50.5,53,111.6
1992-03-01,90.9,52.3,234.3
1992-04-01,98.4,14.4,348.7
1992-05-01,81.6,2.8,163.4
1992-06-01,40.3,17.8,73.4
1992-07-01,146.7,35,108.5
1992-08-01,146.2,50,126.4
1992-09-01,97.6,72.7,122
1992-10-01,58.7,80.3,130.7
1992-11-01,84.8,70.6,274.9
1992-12-01,61.4,106.9,216.2
1993-01-01,68.3,98.6,316.4
1993-02-01,43,69.4,121
1993-03-01,40,36.4,192.6
1993-04-01,66.2,7.5,569.5
1993-05-01,44.1,-0.4,188.7
1993-06-01,94.5,0.3,112
1993-07-01,45.8,21.7,46.6
1993-08-01,46,41.3,38.6
1993-09-01,82.3,96.7,52.5
1993-10-01,72.8,84.6,97.3
1993-11-01,68,83.1,144.8
1993-12-01,49.4,103.4,184.7
1994-01-01,63.5,115.6,88.7
1994-02-01,34,55,123.1
1994-03-01,47.6,22.8,231.6
1994-04-01,78.7,4.4,428
1994-05-01,70.8,-1.1,182.6
1994-06-01,65.4,-4.6,89.6
1994-07-01,49.6,3.5,61.8
1994-08-01,72.5,55.8,60.1
1994-09-01,62.5,62.3,47.8
1994-10-01,49.3,68.6,64.2
1994-11-01,85.7,87.1,131.9
1994-12-01,43.6,76.5,152.6
1995-01-01,76.3,94.2,241.1
1995-02-01,30.6,76.1,102.5
1995-03-01,26.1,26.3,210.8
1995-04-01,43.8,27.3,93.7
1995-05-01,59.4,0.6,80.1
1995-06-01,29.5,7,56.6
1995-07-01,82.5,30.5,34.6
1995-08-01,61.5,73.9,33
1995-09-01,51.5,88.2,34
1995-10-01,166.7,71.8,131.4
1995-11-01,109.7,118.6,226
1995-12-01,39.3,138,138.5
1996-01-01,75.2,84,273.4
1996-02-01,51.2,49.6,262.1
1996-03-01,35.7,48,225.9
1996-04-01,100.2,13.2,358.9
1996-05-01,92.9,0.4,368.9
1996-06-01,102.7,-4.8,150.7
1996-07-01,89.1,16.3,101.6
1996-08-01,50.5,39.4,54.9
1996-09-01,130.2,72.2,79.8
1996-10-01,85.4,76.2,140.9
1996-11-01,84.8,98.4,253
1996-12-01,94.7,81.3,326.3
1997-01-01,83.8,118.5,222.9
1997-02-01,72.9,37.6,215.8
1997-03-01,89,46.3,338.4
1997-04-01,38.2,18.1,311.8
1997-05-01,58.6,0.8,196.1
1997-06-01,76.4,-4.1,94.9
1997-07-01,39.5,18.9,54.6
1997-08-01,85.6,47.7,42.5
1997-09-01,115.9,68.5,52.1
1997-10-01,47.8,86.1,77.4
1997-11-01,81.7,86.7,156.6
1997-12-01,52.9,89.3,164.7
1998-01-01,132.5,72.4,394.2
1998-02-01,50.1,28.3,195.3
1998-03-01,93.7,38.6,360.7
1998-04-01,45.9,8,242.6
1998-05-01,57.8,0.3,114.7
1998-06-01,110.9,16.1,92.7
1998-07-01,73,44.3,116.5
1998-08-01,88.3,51.6,63.5
1998-09-01,58.1,72.2,54.9
1998-10-01,45,86.4,67
1998-11-01,49.2,83.3,69
1998-12-01,46.8,104,82
1999-01-01,132.2,122.2,142.6
1999-02-01,29.3,45.4,167.7
1999-03-01,74.2,48.9,205.1
1999-04-01,37.8,13.8,224.2
1999-05-01,50.2,6.9,71.9
1999-06-01,59.6,20.1,45.5
1999-07-01,73.4,42.5,51.9
1999-08-01,59.3,82.5,34.3
1999-09-01,101.3,72.7,48.5
1999-10-01,78.9,91,78.8
1999-11-01,77.1,82.1,113.5
1999-12-01,44.9,111.8,143.9
2000-01-01,50.3,118.1,136.3
2000-02-01,49.2,52.1,134.1
2000-03-01,34.4,33.2,251.7
2000-04-01,91.6,18.6,303
2000-05-01,111.3,8.2,280.4
2000-06-01,154.1,15.3,169.8
2000-07-01,73.4,39.9,99.4
2000-08-01,83.9,54.6,94.9
2000-09-01,78.6,90.9,65.5
2000-10-01,37.7,65.9,74.6
2000-11-01,81.2,94.8,94.7
2000-12-01,80.4,145.9,152.7
2001-01-01,42.7,72.5,94.4
2001-02-01,63.6,58,177
2001-03-01,56.7,43.4,211.6
2001-04-01,28.6,7.2,365.7
2001-05-01,83.9,3.5,103
2001-06-01,52.7,8.1,78.5
2001-07-01,36.6,56.2,45.4
2001-08-01,60.1,50.9,32.1
2001-09-01,81.9,84.2,52.7
2001-10-01,89,87.6,71.7
2001-11-01,81.6,52.1,91.7
2001-12-01,64.6,96.2,145.5
2002-01-01,48.4,99.3,122
2002-02-01,39.1,85.3,178
2002-03-01,67.2,61.7,230.7
2002-04-01,99.8,22.9,316.3
2002-05-01,119.2,26.3,285.4
2002-06-01,80,11.4,179.8
2002-07-01,61.7,41.6,57.1
2002-08-01,26.3,71.6,32.4
2002-09-01,63.4,65.7,36.7
2002-10-01,66.4,108.3,60.9
2002-11-01,78.8,91.5,96.5
2002-12-01,69,157.9,125.9
2003-01-01,68,111.8,122.7
2003-02-01,62.1,49.4,99.2
2003-03-01,64.4,23.1,336.1
2003-04-01,53.1,11.6,304.5
2003-05-01,132.4,-4.5,219.2
2003-06-01,61,-5.8,145.1
2003-07-01,89.8,0.7,57.8
2003-08-01,62.7,47,98.2
2003-09-01,71.5,72.2,53.3
2003-10-01,73.4,85,139.5
2003-11-01,107,73.3,257.2
2003-12-01,86,93.8,292.8
2004-01-01,74.2,120.4,184.5
2004-02-01,38.3,36.3,94
2004-03-01,61.2,26.4,318.2
2004-04-01,103.1,14.4,322.7
2004-05-01,116.8,-1,241.2
2004-06-01,71.8,18.3,113.6
2004-07-01,129.7,28,101.9
2004-08-01,60.4,65.6,101.9
2004-09-01,73.9,70.8,212
2004-10-01,53.5,97.5,76.3
2004-11-01,79.8,74.4,126.9
2004-12-01,116.1,120.1,279.8
2005-01-01,74.1,101.6,276.5
2005-02-01,72.6,36.7,177.6
2005-03-01,44.4,38.8,194.2
2005-04-01,105.2,6.9,395.2
2005-05-01,23.9,2,122.7
2005-06-01,40.9,-1.1,69
2005-07-01,72.4,30.3,63.3
2005-08-01,105.3,57.9,41.3
2005-09-01,99.5,74.3,95.6
2005-10-01,92.5,80.8,195.3
2005-11-01,109.5,90.3,221.7
2005-12-01,66,122,229.1
2006-01-01,91.3,62.6,303.1
2006-02-01,55.4,71.5,250.3
2006-03-01,44.6,40.6,236.6
2006-04-01,63,8.8,166.3
2006-05-01,64.7,3.7,102.7
2006-06-01,69.9,9.3,116.4
2006-07-01,137.2,21.3,159.5
2006-08-01,47.4,77.7,65.6
2006-09-01,141.8,67.6,99.7
2006-10-01,144.2,89.9,268
2006-11-01,83,47,308.6
2006-12-01,107.1,87.1,302.4
2007-01-01,81,102.5,297.3
2007-02-01,43.1,98.3,107
2007-03-01,64.5,39.9,351.5
2007-04-01,90.2,18.8,377.5
2007-05-01,41.5,0.1,136.8
2007-06-01,38.1,13.9,55.2
2007-07-01,76.3,34.7,47.4
2007-08-01,31,70.1,32.3
2007-09-01,51.3,66.8,29.7
2007-10-01,71.7,64.9,81.4
2007-11-01,88.5,115.5,129
2007-12-01,111.6,112.6,215.5
2008-01-01,57.2,92.1,261.8
2008-02-01,123.3,59.9,262.1
2008-03-01,103.9,47.2,308.3
2008-04-01,65.9,7.4,422.5
2008-05-01,58.6,6.2,117.9
2008-06-01,92.3,6.7,74.7
2008-07-01,124.2,33.1,95.4
2008-08-01,87.8,69.1,120.6
2008-09-01,59.3,65.3,59.6
2008-10-01,99.2,97.6,108.1
2008-11-01,83.1,84.6,184.7
2008-12-01,115.1,128.9,316.6
2009-01-01,63.7,98.8,198.2
2009-02-01,52.8,41.4,228.4
2009-03-01,68.9,35,335.5
2009-04-01,112,13.3,285.5
2009-05-01,90.1,1.2,170.7
2009-06-01,76.2,2.2,97
2009-07-01,102.7,32.2,103.4
2009-08-01,95.2,57.5,91.1
2009-09-01,50.4,76.9,47.6
2009-10-01,86.7,78.4,115
2009-11-01,43.6,46.5,112
2009-12-01,90.4,118.9,186.7
2010-01-01,57.2,99,176.1
2010-02-01,43.7,42.2,108.9
2010-03-01,67.5,24,300.2
2010-04-01,48,9.4,128.5
2010-05-01,52.9,13.6,101.9
2010-06-01,140.1,24.4,116
2010-07-01,87.4,39.9,87.7
2010-08-01,64.2,61.7,76.2
2010-09-01,75.1,80.1,59
2010-10-01,85.4,83.2,230.3
2010-11-01,84.9,83.5,155.4
2010-12-01,76.6,127.9,251.5
2011-01-01,45.2,94,121.1
2011-02-01,58.9,52.3,128.5
2011-03-01,100.6,42.5,467.5
2011-04-01,135.5,9.9,427.8
2011-05-01,122.1,-1.9,413.6
2011-06-01,56.3,16.9,130.8
2011-07-01,51.5,41.4,51.7
2011-08-01,120.1,82.6,64.6
2011-09-01,101.8,65.6,86.6
2011-10-01,101,90.6,145.4
2011-11-01,78,62.4,134.9
2011-12-01,83.1,85.6,228.7
2012-01-01,96.3,93.3,224.4
2012-02-01,37.5,63.9,173.1
2012-03-01,42.4,41,224.6
2012-04-01,52.9,46.2,122.9
2012-05-01,53.9,10,138.2
2012-06-01,79.3,34.1,70.3
2012-07-01,52.4,53.6,33.8
2012-08-01,54.4,79.6,32.6
2012-09-01,123.5,93.7,42
2012-10-01,99.6,71.3,86.8
2012-11-01,34.8,92.7,89.3
2012-12-01,105.5,87.6,163.1
2013-01-01,57,108,191.5
2013-02-01,80.2,79.9,170
2013-03-01,23.7,45.8,216.1
2013-04-01,86.4,23.7,309.5
2013-05-01,64.9,19.7,117.3
2013-06-01,149.4,17.4,207.9
2013-07-01,78.2,51.5,134.5
2013-08-01,68.1,56.9,66.9
2013-09-01,75.1,87.1,57.5
2013-10-01,110.2,80.8,99.1
2013-11-01,71.1,115.6,197.3
2013-12-01,81.6,113.2,234.9
2014-01-01,61.1,117.2,158.5
2014-02-01,70.5,52.4,122.4
2014-03-01,49.3,44.3,154.8
2014-04-01,116.5,6.6,245.4
2014-05-01,82.8,-2.7,187.6
2014-06-01,100.6,-3.9,73
2014-07-01,109.8,26.6,50.9
2014-08-01,71.6,50.1,65.2
2014-09-01,47.5,66.8,36.5
2014-10-01,66.2,72.7,55.3
2014-11-01,58.1,116.2,84.8
2014-12-01,47.6,76.2,108
2015-01-01,52.7,117.1,97.3
2015-02-01,52.3,74.5,36.9
2015-03-01,28.6,31.4,110.9
2015-04-01,73.4,5.5,188
2015-05-01,48.2,-2.9,92.5
2015-06-01,172.7,-3.8,101.4
2015-07-01,45.1,13.4,64.5
2015-08-01,78,53.3,28
2015-09-01,109.1,64.9,54.5
2015-10-01,96.7,103.8,96.2
2015-11-01,33.5,58.5,99.1
2015-12-01,71.3,51.8,99.9
2016-01-01,61.8,118.1,135.1
2016-02-01,109,68.4,146.8
2016-03-01,79,42.4,203.6
2016-04-01,48.8,34.9,210.6
2016-05-01,43.7,7.1,183.1
2016-06-01,50.2,28.9,64.5
2016-07-01,46.9,46.4,30
2016-08-01,95.5,59,27.5
2016-09-01,56.5,90.1,22.3
2016-10-01,112.5,92.4,116.1
2016-11-01,50.1,77.9,126.7
2016-12-01,95.3,127.7,136.2
2017-01-01,134,85.7,177.2
2017-02-01,108.4,63,146.8
2017-03-01,91.5,61.7,184.9
2017-04-01,111.8,5.8,383.4
2017-05-01,150.3,12.5,495.8
2017-06-01,105.2,23.6,208.4
2017-07-01,97.6,41.7,105.1
2017-08-01,72.5,73.1,61.5
2017-09-01,47.4,62,45.8
2017-10-01,144.2,83.5,118.3
2017-11-01,100.7,104.8,279.4
2017-12-01,58.6,133.7,157.1
2018-01-01,114.9,100.6,202.9
2018-02-01,86.1,33.5,168.8
2018-03-01,77.1,49.5,154.2
2018-04-01,140.8,31.5,244.6